ratio,direct,diffuse
1.9878944731736903,254.4482853434109,127.99888966801244
2.013069599211343,254.36529640499393,126.35693097975658
2.008095015060299,254.25056208001004,126.61281471901637
2.01254737964113,254.2106924224655,126.31289826716795
1.986931073634498,254.2453685947193,127.95882653828208
2.0089296197489426,254.125027103862,126.49772525909604
1.9764296181992727,254.2173972093133,128.62456364164947
1.9897198920874044,254.1336878403714,127.72334882462332
2.011809380191874,254.04159616001417,126.27518226194235
1.9910100079260094,254.12644424540977,127.63694970580666
1.9987437801773953,254.12277922998538,127.141248293181
1.9838041310603995,254.24435562041887,128.1600091660854
2.0120719265391673,254.19051357730314,126.33271714819833
2.000370146851554,253.9331600155986,126.94308621595461
1.9951737551811564,254.06580161052102,127.34018826718805
2.021114150723483,253.91330389931053,125.63036274246019
2.00810410226462,254.10616438356163,126.54033428695047
2.0316239216110152,253.95911279633575,125.00301364582967
2.0328149207224095,253.91572316503925,124.90843144480866
2.0227874682676203,254.02790348525468,125.58309138765443
2.061804551675697,254.0603530881416,123.22232622954408
2.002688671916525,253.99217755659473,126.82559257377248
2.0578165863022257,253.98244501998147,123.42326653920739
2.073161546503532,254.0339832841643,122.5345818865889
2.0775266052508883,254.1601189537477,122.33784073395998
2.0752980068078433,254.09540708260562,122.43803359761668
2.038009813688549,254.0073752850856,124.63501087139676
2.095726747441498,254.0929960373857,121.24338077356083
2.028002678315947,254.1955486529156,125.34280717222697
2.0378210126461997,254.30765699208445,124.79391242602549
2.1216889622282205,253.84677947598254,119.64372912106303
2.1342622337809165,254.1898788849497,119.09964711067576
2.0432769437956506,254.01236374944375,124.31616992534698
2.144354166607824,253.72216224787906,118.32101534292946
2.1408943037613346,254.13260983003678,118.70394973892522
2.030075232792279,254.11836877181847,125.17682333491152
1.9852449679872086,254.18607761121118,128.03763853330616
1.974867693598509,253.98984204452742,128.61106739850473
2.0899402079151677,254.02819663779928,121.54806901925996
2.014400186551921,254.21717843901513,126.19993789524139
1.9678344681014284,253.85241225949918,129.00089736938932
1.9999112763245077,253.43818106361533,126.72471227293194
1.987827058562773,253.77078019431843,127.66240357840701
2.063811252695456,253.34899006091695,122.75782958835437
2.136120985835006,253.77697131289193,118.80271435734757
