ratio,direct,diffuse
2.860896343129043,254.80877086032157,89.06606192576346
2.8189312580282126,254.79430584513625,90.38684612102244
2.7855799948490736,254.81218753277628,91.4754514334392
2.744772902064492,254.79752735446763,92.83009430864777
2.725576877054201,254.82126726029165,93.49259945868856
2.716157005487255,254.81684143628854,93.81521057932238
2.6686051922051837,254.82701370706914,95.4907134451367
2.6324295213356663,254.82470862470862,96.80210108546926
2.548760909734725,254.81240135890644,99.97501153822519
2.565791575595023,254.8292195673317,99.31797344382316
2.5377191917195603,254.8031476760149,100.4063603677758
2.5387689366275676,254.79343866843564,100.36101946595282
2.5176597319789145,254.78239580432563,101.19810575198866
2.4960967983959965,254.65010028502059,102.01932090480624
2.4781215474574583,254.67655556912058,102.77000166937638
2.4669177429924516,254.68245433858917,103.23913517669668
2.449830874337131,254.73677106903259,103.98137019885448
2.432284002143493,254.71687881298487,104.72332942555686
2.4085004522220372,254.73453962437014,105.76478795731877
2.396741698664724,254.7279087531683,106.28091833804314
2.3751204012412215,254.70005752035001,107.23669309027261
2.369324071399276,254.67324875520086,107.48772269248751
2.3750433865834686,254.65492690805414,107.22116839910812
2.336115890870317,254.67073190939368,109.0145967949032
2.3102046807148837,254.71637495872056,110.25705950864042
2.3147287693865652,254.6692503971884,110.02120583859129
2.3214095236509262,254.66719763340538,109.7036929670579
2.3046432359217763,254.71885487403298,110.52420214279039
2.320006559769764,254.66854379434315,109.77061367430628
2.2980396475592557,254.69256938510713,110.83036346027176
2.257200655255614,254.6623091662031,112.82218467075722
2.2599107260222393,254.65750358857213,112.68476256883172
2.224455290223896,254.67117469371482,114.48698286405282
2.2530037247562076,254.66671012225507,113.03430496982953
2.2432830289677215,254.67561681519902,113.5280807310309
2.26604770830488,254.6599147856542,112.38065017446296
2.2502701434252894,254.67633675407552,113.17589468010064
2.2587275657184027,254.6815798433776,112.75444799487117
2.226435897813179,254.6658997467803,114.38276754202309
2.2117031902129023,254.72880095604833,115.17313990559813
2.204612034447105,254.71727429404746,115.53836698434245
2.199790972861448,254.6910047052311,115.77963899630595
2.193323883172932,254.7027968379034,116.1263955551527
2.19925613038238,254.7301723790458,115.82560523987554
2.193564597446697,254.66349143610014,116.09573373518508
2.195783675922005,254.6839753948101,115.98773512507731
2.1853684726331424,254.6738069235931,116.53586574200806
2.1601902508383173,254.67321822666494,117.8938837113224
2.1943547546397357,254.64198309920982,116.04412757818476
2.15793738528687,254.65759673270216,118.00972468848938
2.1297959735622563,254.64007210313883,119.56078200168287
2.0962441825294778,254.67054823122353,121.4889707762575
2.0970479349607674,254.6640890479221,121.43932658968356
2.1107913852777043,254.67222625983914,120.65248514662355
2.1014481713264197,254.65307656647414,121.1798035474455
2.0781387017731237,254.71546052631578,122.56903752814272
2.080058628496547,254.6646632069477,122.43148328516956
2.0871666640412716,254.67362891310663,122.01882738966106
2.0852404828804216,254.65996255285378,122.12498493271256
2.0728021893788413,254.68333623238823,122.86909842984556
2.07045865701529,254.63168933827987,122.98322812460749
2.0742099307952735,254.68250078542255,122.78530586717163
2.0843081798950625,254.70398528668937,122.20073199516628
2.0834400314180184,254.6856740723202,122.24286287663273
2.0968588234536396,254.71803634391105,121.47600663185167
2.068975860790532,254.7196120830876,123.11386368024715
2.0861663535062673,254.69926532735192,122.08962382087749
2.0849022392226937,254.68873066217878,122.15859615419352
2.080909463997841,254.66137416001342,122.37984331656519
2.0578200331935053,254.7091981512001,123.77622631845024
2.055258675363986,254.7070717411891,123.92944732179785
2.052234455541293,254.69450456126893,124.10594894436234
2.047975077427427,254.71457433001967,124.37386428060469
2.0537354243454673,254.7010303605574,124.01842386379032
2.0596261278736496,254.7167726120736,123.67136402325711
2.052718746264522,254.72594166505698,124.09198392551335
2.0750669678023836,254.72275882479553,122.75399434195693
2.075535614938623,254.6958129900873,122.71329441755644
