date,time,ratio,direct,diffuse
2018-04-06,09:00:02,1.905862722152644,254.76255338469616,133.67308695609808
2018-04-06,09:00:25,1.9031598663072427,254.7758615858784,133.8699213325823
2018-04-06,09:00:48,1.904014168305872,254.78546872379675,133.81490167717413
2018-04-06,09:01:12,1.9028005300854267,254.78910967022242,133.90216454206242
2018-04-06,09:01:35,1.9018338888238353,254.80323035866482,133.97764749909078
2018-04-06,09:01:57,1.8983485847086228,254.80056470325124,134.22222175405184
2018-04-06,09:02:24,1.8996527073897203,254.8179765827666,134.139243237206
2018-04-06,09:02:49,1.8998610588847142,254.81496748318455,134.12294877645945
2018-04-06,09:03:12,1.895829465860779,254.81269810511162,134.4069720898746
2018-04-06,09:03:34,1.8943961390852224,254.81734744501406,134.51112055584204
2018-04-06,09:03:57,1.8933868044926876,254.8102943379779,134.57910118173214
2018-04-06,09:04:20,1.8940358594163529,254.78787756529223,134.52114768503122
2018-04-06,09:04:44,1.8995293792918924,254.77941156614142,134.1276499030082
2018-04-06,09:05:06,1.8922004742626104,254.75249039239483,134.6329280948266
2018-04-06,09:05:29,1.888254029927812,254.73208457499646,134.9035037328822
2018-04-06,09:05:52,1.8872362548746495,254.73519340240694,134.97790366438593
2018-04-06,09:06:16,1.8888447669406276,254.75745572671067,134.87474470405672
2018-04-06,09:06:39,1.8880218358194214,254.81925099634333,134.9662626575233
2018-04-06,09:07:02,1.8880006941143663,254.82219049725535,134.96933093914393
2018-04-06,09:07:29,1.9052516253836373,254.8585494069869,133.76634666597863
2018-04-06,09:07:55,1.8833033881824421,254.80255627984536,135.29554392495032
2018-04-06,09:08:18,1.883703287342935,254.8074610832611,135.26942528336338
2018-04-06,09:08:40,1.8823990153590628,254.82521919154337,135.37258419301506
2018-04-06,09:09:03,1.8807355583073138,254.8397263215429,135.50003092986765
2018-04-06,09:09:29,1.8789242506783304,254.83084286830368,135.62592679098398
2018-04-06,09:09:52,1.8746661955586819,254.82677313945752,135.9318121504372
2018-04-06,09:10:16,1.8750729259599126,254.8232374179759,135.90044093219646
2018-04-06,09:10:45,1.8721473921434797,254.82908087973377,136.11592866519555
2018-04-06,09:11:10,1.8708577298356925,254.83065221642428,136.21059910247942
2018-04-06,09:11:50,1.8704774081835496,254.83981025553953,136.24319071729315
2018-04-06,09:12:22,1.871183635870651,254.83709576278778,136.190318725299
2018-04-06,09:12:44,1.8777365358756495,254.83745357474467,135.715234116114
2018-04-06,09:13:07,1.8670020920470025,254.84022662889518,136.49702253385556
2018-04-06,09:13:32,1.8924768298480414,254.87559142777624,134.678315426584
2018-04-06,09:14:01,1.8853519132049958,254.8352494202398,135.16587944954728
2018-04-06,09:14:23,1.8765045165469356,254.82149610746825,135.79583414825987
2018-04-06,09:14:50,1.903402995349431,254.86799599771297,133.9012267083901
2018-04-06,09:15:13,1.8794123948849208,254.82892180201512,135.5896781864199
2018-04-06,09:15:39,1.882663459816865,254.82303251210558,135.3524078790446
2018-04-06,09:16:01,1.8831280468479243,254.82941694607035,135.3224053842843
2018-04-06,09:16:26,1.9010451093073883,254.84395728970387,134.05466079789747
2018-04-06,09:16:57,1.9199200553618547,254.8478593816783,132.73878704998793
2018-04-06,09:17:21,1.892485266550653,254.85294336977435,134.6657476675014
2018-04-06,09:17:44,1.8737021825057005,254.8242443694008,136.0003989687542
2018-04-06,09:18:06,1.8860115958905437,254.86195151569,135.13275956044606
2018-04-06,09:18:29,1.871870582935874,254.83352076361842,136.1384291663653
2018-04-06,09:18:52,1.8557380485602475,254.81517393561785,137.31203826602209
2018-04-06,09:19:16,1.848888995103778,254.82979677609492,137.82860812679095
2018-04-06,09:19:38,1.8451020345601594,254.83108437652413,138.1121908725614
2018-04-06,09:20:01,1.8438376053376815,254.8352982902429,138.20918802855863
2018-04-06,09:20:24,1.8395818019025163,254.830304039587,138.52621491256252
2018-04-06,09:20:48,1.8361810114482608,254.83897789732194,138.78750314290716
2018-04-06,09:21:11,1.8353749781439155,254.84126467132737,138.84969976491897
2018-04-06,09:21:33,1.8318853921594835,254.83758787397528,139.11218953144487
2018-04-06,09:21:56,1.8373715720199033,254.83565482375744,138.69576448470104
2018-04-06,09:22:19,1.820178326897867,254.8396024755744,140.00804136037482
2018-04-06,09:22:50,1.8190574877778987,254.8109528388381,140.07855966669138
2018-04-06,09:23:14,1.8212976852749616,254.80800828212665,139.9046461993709
2018-04-06,09:23:45,1.815339419979632,254.80723011773054,140.3634093510675
2018-04-06,09:24:09,1.824399273887232,254.82549270364703,139.67638353675318
2018-04-06,09:24:36,1.8391904207638294,254.83381788580067,138.55760393747934
2018-04-06,09:25:06,1.830647428016233,254.81623262653574,139.19459789297898
2018-04-06,09:25:28,1.8311661282045772,254.83530919577058,139.16558703804316
2018-04-06,09:25:59,1.838080814887407,254.82039753904402,138.63394660079362
2018-04-06,09:26:30,1.83949989372763,254.8240697689031,138.52899401506258
2018-04-06,09:26:56,1.8370110345290722,254.8198103915292,138.7143602307504
