####################################################################### 
# Datet Time: 20180324 Camera ID: 2 Softwareversion: 1.  
####################################################################### 
# sun_x, sun_y: position in pixels of sun.  
# lum_hdr:      luminance from HDR image  
# lum_hdr_m:    luminance from masked HDR image  
# lum_jpg_m:    luminance from masked and tone mapped HDR image  
# lum_sqrcrpt:  luminance from cropped square of low_LDR image  
####################################################################### 
no,date,time,sun_x,sun_y,lum_hdr,lum_hdr_m,lum_jpg_m,lum_sqrcrpt 
0,2018-03-24,08:03:02,0,0,7924.215,5945.751876,44210.7673676,0
1,2018-03-24,08:06:02,0,0,7406.4365,5380.4747437,41044.1317888,0
2,2018-03-24,08:09:02,0,0,7193.1533,5121.2777456,40211.9427923,0
3,2018-03-24,08:12:02,0,0,7107.7305,5025.7904478,39240.8929699,0
4,2018-03-24,08:15:02,0,0,6970.736,4840.9200422,40109.8991154,0
5,2018-03-24,08:18:02,0,0,7940.0044,5632.9993558,41611.9812124,0
6,2018-03-24,08:21:02,0,0,7255.1934,5028.0416549,41987.6352559,0
7,2018-03-24,08:24:03,0,0,7177.2183,5047.9850063,42412.3923265,0
8,2018-03-24,08:27:03,0,0,7389.93,5192.767628,43492.3840569,0
9,2018-03-24,08:30:02,0,0,7469.137,5256.5673621,43857.6278403,0
10,2018-03-24,08:33:02,0,0,7592.181,5354.8428603,45494.5082377,0
11,2018-03-24,08:36:02,0,0,7741.6963,5475.4087434,45973.0196075,0
12,2018-03-24,08:39:02,0,0,7864.531,5549.619384,46178.1647667,0
13,2018-03-24,08:42:01,0,0,7924.947,5598.2540898,48407.9697888,0
14,2018-03-24,08:45:02,0,0,8028.463,5689.4293718,47981.5243021,0
15,2018-03-24,08:48:02,0,0,8140.9976,5793.0027229,48050.3151284,0
16,2018-03-24,08:51:02,0,0,8295.123,5951.5731458,49192.5546208,0
17,2018-03-24,08:54:02,0,0,8457.684,6143.9874194,51174.3514121,0
18,2018-03-24,08:57:02,0,0,8586.124,6293.1535512,53011.6411896,0
19,2018-03-24,09:03:02,0,0,8813.982,6547.5422682,55712.1008934,0
20,2018-03-24,09:06:02,0,0,8877.182,6620.6630599,55854.1178487,0
21,2018-03-24,09:09:02,0,0,9031.339,6759.8875111,56870.5266042,0
22,2018-03-24,09:12:02,0,0,9133.637,6890.6531228,55988.1375854,0
23,2018-03-24,09:15:01,0,0,9282.422,7040.8492259,56593.4241588,0
24,2018-03-24,09:18:02,0,0,9457.572,7242.0877186,56596.2147379,0
25,2018-03-24,09:21:02,0,0,9499.378,7333.1660577,57384.4246521,0
26,2018-03-24,09:24:02,0,0,9602.294,7477.0558459,58041.9513288,0
27,2018-03-24,09:27:02,0,0,9769.24,7675.7107638,60591.5176328,0
28,2018-03-24,09:30:02,0,0,9919.25,7868.647728,62280.1774289,0
29,2018-03-24,09:33:02,0,0,10186.528,8126.8818316,64600.7816589,0
30,2018-03-24,09:36:01,0,0,10370.999,8304.1931897,63388.0161628,0
31,2018-03-24,09:39:02,0,0,10403.845,8393.9475786,64299.3891671,0
32,2018-03-24,09:42:01,0,0,10583.631,8578.0226072,64994.5184157,0
33,2018-03-24,09:45:02,0,0,10863.897,8861.2701805,66733.5850625,0
34,2018-03-24,09:48:02,0,0,10869.336,8910.3004676,66870.0819307,0
35,2018-03-24,09:51:02,0,0,10897.124,8965.9763368,67354.7652922,0
36,2018-03-24,09:54:02,0,0,11056.545,9134.0424375,69221.3201529,0
37,2018-03-24,09:57:02,0,0,11110.091,9224.1854846,70811.6806758,0
38,2018-03-24,10:03:02,0,0,11433.823,9571.1406182,70233.7256417,0
39,2018-03-24,10:06:02,0,0,11407.362,9599.5241855,69667.1650675,0
40,2018-03-24,10:09:02,0,0,11363.637,9593.942956,70661.4237268,0
41,2018-03-24,10:12:02,0,0,11528.324,9753.639571,73019.6716499,0
42,2018-03-24,10:15:04,0,0,11526.375,9794.8247451,73424.6765299,0
43,2018-03-24,10:18:02,0,0,11640.057,9922.6497525,75128.0869932,0
44,2018-03-24,10:21:02,0,0,11745.896,10049.6482047,74240.5507321,0
45,2018-03-24,10:24:02,0,0,11697.668,10037.6072349,74451.97156,0
46,2018-03-24,10:27:02,0,0,11713.258,10094.6361212,73999.9436326,0
47,2018-03-24,10:30:02,0,0,12014.219,10402.2211731,76914.2031091,0
48,2018-03-24,10:33:02,0,0,12367.328,10779.5467938,79331.6435804,0
49,2018-03-24,10:36:02,0,0,12439.057,10872.2267011,80357.1391602,0
50,2018-03-24,10:39:02,0,0,12482.98,10928.7575222,79434.502797,0
51,2018-03-24,10:42:02,0,0,12640.443,11094.9166946,80273.1998895,0
52,2018-03-24,10:45:02,0,0,12605.152,11099.1222731,79514.7888576,0
53,2018-03-24,10:48:02,0,0,12633.201,11167.6128993,81742.6438365,0
54,2018-03-24,10:51:02,0,0,12751.296,11304.3999109,80874.0130392,0
55,2018-03-24,10:54:02,0,0,12583.214,11179.9152203,80840.5551867,0
56,2018-03-24,10:57:02,0,0,12720.441,11328.1985139,80334.0122449,0
57,2018-03-24,11:03:02,0,0,12691.25,11356.2038471,82273.2683422,0
58,2018-03-24,11:06:02,0,0,12603.193,11310.0819818,80977.7436943,0
59,2018-03-24,11:09:02,0,0,12751.643,11479.6911297,81075.3631442,0
60,2018-03-24,11:12:02,0,0,12803.8545,11561.4636392,80661.5518904,0
61,2018-03-24,11:15:02,0,0,12824.33,11604.8901225,82201.6411582,0
62,2018-03-24,11:18:02,0,0,12894.488,11695.4533245,83040.4793657,0
63,2018-03-24,11:21:02,0,0,12754.632,11590.9946814,82443.937258,0
64,2018-03-24,11:24:02,0,0,12826.798,11686.5237648,82356.1152589,0
65,2018-03-24,11:27:02,0,0,13095.727,11965.9858871,84238.8474957,0
66,2018-03-24,11:30:02,0,0,13120.8545,12014.5349927,85441.5104569,0
67,2018-03-24,11:33:02,0,0,13253.997,12162.7185284,85382.2459661,0
68,2018-03-24,11:36:02,0,0,13280.133,12226.2209192,85462.5265109,0
69,2018-03-24,11:39:02,0,0,13187.372,12147.8334382,85992.0147895,0
70,2018-03-24,11:42:02,0,0,13189.515,12167.948507,84898.1313092,0
71,2018-03-24,11:45:02,0,0,13114.105,12121.1724465,85217.7831615,0
72,2018-03-24,11:48:02,0,0,13028.796,12052.0460666,83696.2395746,0
73,2018-03-24,11:51:02,0,0,13013.037,12053.1799621,84315.5719666,0
74,2018-03-24,11:54:01,0,0,13065.815,12111.174342,82761.3519625,0
75,2018-03-24,11:57:02,0,0,13012.411,12081.1396247,83043.5256693,0
76,2018-03-24,12:03:02,0,0,12827.583,11940.5983404,83822.5933761,0
77,2018-03-24,12:06:02,0,0,12719.537,11848.5007798,83103.0564125,0
78,2018-03-24,12:09:02,0,0,12531.7705,11674.8585247,81695.7059321,0
79,2018-03-24,12:12:02,0,0,12506.105,11664.0450205,83292.6712767,0
80,2018-03-24,12:15:02,0,0,12539.801,11702.9198077,81580.1899474,0
81,2018-03-24,12:18:02,0,0,12630.911,11803.3379992,83598.8077101,0
82,2018-03-24,12:21:02,0,0,12953.689,12125.1827997,85144.728238,0
83,2018-03-24,12:24:01,0,0,13109.239,12292.0202604,87891.4428838,0
84,2018-03-24,12:27:01,0,0,12999.994,12189.750553,86364.6858982,0
85,2018-03-24,12:30:02,0,0,13083.0,12273.6838348,86186.7993844,0
86,2018-03-24,12:33:02,0,0,13203.81,12397.6596704,86913.4206169,0
87,2018-03-24,12:36:04,0,0,13252.518,12454.600437,87890.9492762,0
88,2018-03-24,12:39:02,0,0,13231.106,12443.4436532,89069.0703852,0
89,2018-03-24,12:42:04,0,0,13430.679,12641.8587016,89870.8204423,0
90,2018-03-24,12:45:04,0,0,13542.704,12758.5411901,88974.6471444,0
91,2018-03-24,12:48:02,0,0,13399.564,12624.7397562,88668.3552096,0
92,2018-03-24,12:51:02,0,0,13458.416,12692.8157942,87253.023745,0
93,2018-03-24,12:54:02,0,0,13491.103,12725.7829755,88924.2732093,0
94,2018-03-24,12:57:02,0,0,13382.825,12628.3872915,90050.7832704,0
95,2018-03-24,13:03:02,0,0,13423.81,12670.3124295,89994.8718675,0
96,2018-03-24,13:06:02,0,0,13504.592,12748.123483,90858.2669198,0
97,2018-03-24,13:09:02,0,0,13516.792,12768.3534647,92245.7097511,0
98,2018-03-24,13:12:02,0,0,13482.367,12741.8559951,91942.341421,0
99,2018-03-24,13:15:02,0,0,13553.724,12812.1364196,91990.3683488,0
100,2018-03-24,13:18:02,0,0,13435.289,12701.973909,90798.7761008,0
101,2018-03-24,13:21:02,0,0,13441.407,12706.179643,90875.5544224,0
102,2018-03-24,13:24:02,0,0,13277.334,12545.7485958,89988.6136291,0
103,2018-03-24,13:27:02,0,0,13346.144,12614.972623,89576.3846754,0
104,2018-03-24,13:30:02,0,0,13319.043,12589.9175455,88895.8327366,0
105,2018-03-24,13:33:02,0,0,13389.188,12660.0867439,90034.6304768,0
106,2018-03-24,13:36:02,0,0,13265.895,12542.7360921,88903.359644,0
107,2018-03-24,13:39:02,0,0,13307.259,12577.6745798,88578.7852089,0
108,2018-03-24,13:42:02,0,0,13390.919,12665.697484,89451.4381423,0
109,2018-03-24,13:45:02,0,0,13220.457,12500.6877324,88747.9913186,0
110,2018-03-24,13:48:02,0,0,13349.366,12627.4253721,90167.0764449,0
111,2018-03-24,13:51:02,0,0,13359.723,12632.8748594,89952.2479001,0
112,2018-03-24,13:54:02,0,0,13351.021,12621.0308909,89348.2221251,0
113,2018-03-24,13:57:01,0,0,13268.376,12539.4971871,89846.0754962,0
114,2018-03-24,14:03:02,0,0,13222.778,12486.8509795,88610.5724486,0
115,2018-03-24,14:06:02,0,0,13056.316,12322.0006779,87389.3469646,0
116,2018-03-24,14:09:02,0,0,13126.482,12387.6466958,87596.1796418,0
117,2018-03-24,14:12:01,0,0,13244.663,12494.6987365,88339.6383441,0
118,2018-03-24,14:15:02,0,0,13286.577,12533.5788563,90029.7095055,0
119,2018-03-24,14:18:02,0,0,13117.47,12369.6867725,88013.8714478,0
120,2018-03-24,14:21:01,0,0,13173.754,12423.4845253,89009.6278657,0
121,2018-03-24,14:24:02,0,0,13384.016,12618.9993836,90458.985605,0
122,2018-03-24,14:27:02,0,0,13440.019,12669.5366477,89571.5828787,0
123,2018-03-24,14:30:02,0,0,13275.329,12509.1780847,89754.7740888,0
124,2018-03-24,14:33:02,0,0,13354.112,12576.3029909,89737.3816875,0
125,2018-03-24,14:36:02,0,0,13277.738,12497.2139049,88777.9744332,0
126,2018-03-24,14:39:02,0,0,13139.807,12366.4553832,88893.2974838,0
127,2018-03-24,14:42:02,0,0,13252.603,12467.9717132,89204.16028,0
128,2018-03-24,14:45:02,0,0,13185.327,12407.4072765,87889.9096793,0
129,2018-03-24,14:48:02,0,0,13162.87,12380.6714228,88903.3506517,0
130,2018-03-24,14:51:02,0,0,13373.805,12570.8229421,90623.5949815,0
131,2018-03-24,14:54:02,0,0,13241.028,12441.1418672,89681.9053385,0
132,2018-03-24,14:57:02,0,0,13071.532,12296.593935,88060.7670294,0
133,2018-03-24,15:03:02,0,0,13150.302,12356.9787111,90144.6862133,0
134,2018-03-24,15:06:02,0,0,13052.699,12275.6059565,84474.0018989,0
135,2018-03-24,15:09:02,0,0,12647.333,11878.0055938,85214.3273914,0
136,2018-03-24,15:12:02,0,0,12819.225,12040.8691809,86806.2443817,0
137,2018-03-24,15:15:02,0,0,12524.653,11809.106597,89251.8131924,0
138,2018-03-24,15:18:02,0,0,12566.088,11802.6976853,84135.3156721,0
139,2018-03-24,15:21:02,0,0,12951.668,12166.1685621,87476.8503516,0
140,2018-03-24,15:24:02,0,0,12613.01,11831.1202247,85710.8559774,0
141,2018-03-24,15:27:02,0,0,12145.361,11438.3665704,87124.9436009,0
142,2018-03-24,15:30:02,0,0,12726.804,11955.5896819,86824.6186978,0
143,2018-03-24,15:33:02,0,0,12183.842,11552.9482723,92467.1956912,0
144,2018-03-24,15:36:02,0,0,13081.3545,12313.4065137,90697.4653039,0
145,2018-03-24,15:39:01,0,0,12436.733,11703.6637108,86406.2318681,0
146,2018-03-24,15:42:02,0,0,12998.963,12196.8660383,86284.1069794,0
147,2018-03-24,15:45:02,0,0,10136.081,9625.3711758,74581.484051,0
148,2018-03-24,15:48:02,0,0,12139.43,11393.2672298,80414.2782008,0
149,2018-03-24,15:51:01,0,0,11231.045,10549.5162738,73620.8682301,0
150,2018-03-24,15:54:02,0,0,11245.789,10531.4539637,72688.4150389,0
151,2018-03-24,15:57:02,0,0,11704.673,11001.8117006,81906.2566539,0
152,2018-03-24,16:03:02,0,0,9839.212,9320.905225,74511.9645929,0
153,2018-03-24,16:06:02,0,0,10830.103,10149.6013074,79629.2634257,0
154,2018-03-24,16:09:04,0,0,1007.5617,990.4536239,123584.6237183,0
155,2018-03-24,16:21:02,0,0,1007.5617,990.4536239,123584.6237183,0
156,2018-03-24,16:24:02,0,0,10985.097,10299.7026256,74669.5883669,0
157,2018-03-24,16:30:02,0,0,11700.631,11006.8449859,75395.7712958,0
158,2018-03-24,16:33:02,0,0,11823.191,11134.893178,77829.6993823,0
159,2018-03-24,16:36:01,0,0,11544.895,10870.6334398,73798.5740716,0
160,2018-03-24,16:39:02,0,0,10672.956,9998.3483841,65919.0688041,0
161,2018-03-24,16:42:02,0,0,10942.363,10260.9723842,64375.6110624,0
162,2018-03-24,16:45:02,0,0,11285.8955,10591.2441931,65266.7740784,0
163,2018-03-24,16:48:02,0,0,10551.374,9900.4875938,56408.613678,0
164,2018-03-24,16:51:02,0,0,10610.893,9944.5382592,62374.0507933,0
165,2018-03-24,16:54:01,0,0,9803.1875,9212.4324018,57151.5365201,0
166,2018-03-24,16:57:02,0,0,8264.157,7720.7247886,50608.4783915,0
