stn;time;gor000za;gre000z0
LUZ;201701010000;0;0
LUZ;201701010010;0;0
LUZ;201701010020;0;0
LUZ;201701010030;0;0
LUZ;201701010040;0;0
LUZ;201701010050;0;0
LUZ;201701010100;0;0
LUZ;201701010110;0;0
LUZ;201701010120;0;0
LUZ;201701010130;0;0
LUZ;201701010140;0;0
LUZ;201701010150;0;0
LUZ;201701010200;0;0
LUZ;201701010210;0;0
LUZ;201701010220;0;0
LUZ;201701010230;0;0
LUZ;201701010240;0;0
LUZ;201701010250;0;0
LUZ;201701010300;1;0
LUZ;201701010310;0;0
LUZ;201701010320;0;0
LUZ;201701010330;1;0
LUZ;201701010340;0;0
LUZ;201701010350;1;0
LUZ;201701010400;1;0
LUZ;201701010410;0;0
LUZ;201701010420;0;0
LUZ;201701010430;1;0
LUZ;201701010440;0;0
LUZ;201701010450;0;0
LUZ;201701010500;1;0
LUZ;201701010510;0;0
LUZ;201701010520;0;0
LUZ;201701010530;0;0
LUZ;201701010540;0;0
LUZ;201701010550;0;0
LUZ;201701010600;0;0
LUZ;201701010610;0;0
LUZ;201701010620;0;0
LUZ;201701010630;0;0
LUZ;201701010640;0;0
LUZ;201701010650;0;0
LUZ;201701010700;0;0
LUZ;201701010710;0;0
LUZ;201701010720;1;0
LUZ;201701010730;1;0
LUZ;201701010740;0;0
LUZ;201701010750;3;0
LUZ;201701010800;1;1
LUZ;201701010810;3;11
LUZ;201701010820;2;19
LUZ;201701010830;1;26
LUZ;201701010840;3;25
LUZ;201701010850;2;37
LUZ;201701010900;2;39
LUZ;201701010910;6;47
LUZ;201701010920;4;59
LUZ;201701010930;6;73
LUZ;201701010940;1;70
LUZ;201701010950;7;63
LUZ;201701011000;8;51
LUZ;201701011010;12;69
LUZ;201701011020;33;112
LUZ;201701011030;109;236
LUZ;201701011040;15;335
LUZ;201701011050;36;384
LUZ;201701011100;19;340
LUZ;201701011110;10;343
LUZ;201701011120;6;340
LUZ;201701011130;4;330
LUZ;201701011140;13;337
LUZ;201701011150;11;340
LUZ;201701011200;7;352
LUZ;201701011210;34;340
LUZ;201701011220;10;314
LUZ;201701011230;15;304
LUZ;201701011240;11;295
LUZ;201701011250;3;288
LUZ;201701011300;6;277
LUZ;201701011310;11;264
LUZ;201701011320;11;250
LUZ;201701011330;8;231
LUZ;201701011340;5;223
LUZ;201701011350;19;201
LUZ;201701011400;26;164
LUZ;201701011410;9;162
LUZ;201701011420;6;149
LUZ;201701011430;21;120
LUZ;201701011440;18;38
LUZ;201701011450;4;22
LUZ;201701011500;4;8
LUZ;201701011510;1;1
LUZ;201701011520;1;0
LUZ;201701011530;1;0
LUZ;201701011540;1;0
LUZ;201701011550;1;0
LUZ;201701011600;1;0
LUZ;201701011610;0;0
LUZ;201701011620;0;0
LUZ;201701011630;0;0
LUZ;201701011640;0;0
LUZ;201701011650;0;0
LUZ;201701011700;0;0
LUZ;201701011710;0;0
LUZ;201701011720;1;0
LUZ;201701011730;1;0
LUZ;201701011740;1;0
LUZ;201701011750;0;0
LUZ;201701011800;0;0
LUZ;201701011810;0;0
LUZ;201701011820;0;0
LUZ;201701011830;1;0
LUZ;201701011840;0;0
LUZ;201701011850;0;0
LUZ;201701011900;1;0
LUZ;201701011910;0;0
LUZ;201701011920;1;0
LUZ;201701011930;0;0
LUZ;201701011940;0;0
LUZ;201701011950;0;0
LUZ;201701012000;0;0
LUZ;201701012010;0;0
LUZ;201701012020;0;0
LUZ;201701012030;0;0
LUZ;201701012040;1;0
LUZ;201701012050;1;0
LUZ;201701012100;0;0
LUZ;201701012110;0;0
LUZ;201701012120;0;0
LUZ;201701012130;0;0
LUZ;201701012140;0;0
LUZ;201701012150;0;0
LUZ;201701012200;1;0
LUZ;201701012210;0;0
LUZ;201701012220;0;0
LUZ;201701012230;0;0
LUZ;201701012240;0;0
LUZ;201701012250;0;0
LUZ;201701012300;0;0
LUZ;201701012310;1;0
LUZ;201701012320;0;0
LUZ;201701012330;0;0
LUZ;201701012340;0;0
LUZ;201701012350;0;0
LUZ;201701020000;0;0
LUZ;201701020010;0;0
LUZ;201701020020;0;0
LUZ;201701020030;0;0
LUZ;201701020040;0;0
LUZ;201701020050;0;0
LUZ;201701020100;0;0
LUZ;201701020110;0;0
LUZ;201701020120;0;0
LUZ;201701020130;0;0
LUZ;201701020140;1;0
LUZ;201701020150;1;0
LUZ;201701020200;0;0
LUZ;201701020210;0;0
LUZ;201701020220;0;0
LUZ;201701020230;1;0
LUZ;201701020240;0;0
LUZ;201701020250;0;0
LUZ;201701020300;1;0
LUZ;201701020310;0;0
LUZ;201701020320;0;0
LUZ;201701020330;0;0
LUZ;201701020340;0;0
LUZ;201701020350;0;0
LUZ;201701020400;0;0
LUZ;201701020410;0;0
LUZ;201701020420;0;0
LUZ;201701020430;0;0
LUZ;201701020440;0;0
LUZ;201701020450;0;0
LUZ;201701020500;0;0
LUZ;201701020510;0;0
LUZ;201701020520;0;0
LUZ;201701020530;0;0
LUZ;201701020540;0;0
LUZ;201701020550;0;0
LUZ;201701020600;0;0
LUZ;201701020610;0;0
LUZ;201701020620;0;0
LUZ;201701020630;0;0
LUZ;201701020640;0;0
LUZ;201701020650;0;0
LUZ;201701020700;0;0
LUZ;201701020710;1;0
LUZ;201701020720;1;0
LUZ;201701020730;1;0
LUZ;201701020740;1;0
LUZ;201701020750;2;0
LUZ;201701020800;4;6
LUZ;201701020810;3;20
LUZ;201701020820;12;42
LUZ;201701020830;12;40
LUZ;201701020840;3;65
LUZ;201701020850;10;79
LUZ;201701020900;13;70
LUZ;201701020910;36;78
LUZ;201701020920;36;235
LUZ;201701020930;44;176
LUZ;201701020940;21;116
LUZ;201701020950;14;108
LUZ;201701021000;16;115
LUZ;201701021010;16;121
LUZ;201701021020;17;129
LUZ;201701021030;51;225
LUZ;201701021040;15;153
LUZ;201701021050;12;164
LUZ;201701021100;8;162
LUZ;201701021110;73;285
LUZ;201701021120;35;261
LUZ;201701021130;20;197
LUZ;201701021140;12;230
LUZ;201701021150;33;207
LUZ;201701021200;13;235
LUZ;201701021210;32;243
LUZ;201701021220;40;227
LUZ;201701021230;22;331
LUZ;201701021240;9;324
LUZ;201701021250;55;237
LUZ;201701021300;8;98
LUZ;201701021310;6;108
LUZ;201701021320;11;110
LUZ;201701021330;4;103
LUZ;201701021340;10;76
LUZ;201701021350;4;52
LUZ;201701021400;2;47
LUZ;201701021410;1;47
LUZ;201701021420;1;48
LUZ;201701021430;3;39
LUZ;201701021440;2;33
LUZ;201701021450;3;35
LUZ;201701021500;4;20
LUZ;201701021510;2;10
LUZ;201701021520;4;1
LUZ;201701021530;2;0
LUZ;201701021540;1;0
LUZ;201701021550;0;0
LUZ;201701021600;0;0
LUZ;201701021610;0;0
LUZ;201701021620;0;0
LUZ;201701021630;0;0
LUZ;201701021640;0;0
LUZ;201701021650;0;0
LUZ;201701021700;0;0
LUZ;201701021710;0;0
LUZ;201701021720;0;0
LUZ;201701021730;1;0
LUZ;201701021740;0;0
LUZ;201701021750;0;0
LUZ;201701021800;1;0
LUZ;201701021810;1;0
LUZ;201701021820;0;0
LUZ;201701021830;0;0
LUZ;201701021840;0;0
LUZ;201701021850;0;0
LUZ;201701021900;0;0
LUZ;201701021910;0;0
LUZ;201701021920;0;0
LUZ;201701021930;0;0
LUZ;201701021940;0;0
LUZ;201701021950;0;0
LUZ;201701022000;0;0
LUZ;201701022010;0;0
LUZ;201701022020;0;0
LUZ;201701022030;0;0
LUZ;201701022040;0;0
LUZ;201701022050;0;0
LUZ;201701022100;0;0
LUZ;201701022110;0;0
LUZ;201701022120;0;0
LUZ;201701022130;0;0
LUZ;201701022140;0;0
LUZ;201701022150;0;0
LUZ;201701022200;0;0
LUZ;201701022210;1;0
LUZ;201701022220;0;0
LUZ;201701022230;1;0
LUZ;201701022240;1;0
LUZ;201701022250;1;0
LUZ;201701022300;0;0
LUZ;201701022310;0;0
LUZ;201701022320;0;0
LUZ;201701022330;0;0
LUZ;201701022340;0;0
LUZ;201701022350;0;0
LUZ;201701030000;0;0
LUZ;201701030010;0;0
LUZ;201701030020;0;0
LUZ;201701030030;0;0
LUZ;201701030040;0;0
LUZ;201701030050;0;0
LUZ;201701030100;0;0
LUZ;201701030110;0;0
LUZ;201701030120;0;0
LUZ;201701030130;0;0
LUZ;201701030140;0;0
LUZ;201701030150;0;0
LUZ;201701030200;0;0
LUZ;201701030210;0;0
LUZ;201701030220;0;0
LUZ;201701030230;0;0
LUZ;201701030240;0;0
LUZ;201701030250;0;0
LUZ;201701030300;0;0
LUZ;201701030310;0;0
LUZ;201701030320;0;0
LUZ;201701030330;0;0
LUZ;201701030340;0;0
LUZ;201701030350;0;0
LUZ;201701030400;0;0
LUZ;201701030410;1;0
LUZ;201701030420;0;0
LUZ;201701030430;0;0
LUZ;201701030440;0;0
LUZ;201701030450;0;0
LUZ;201701030500;0;0
LUZ;201701030510;0;0
LUZ;201701030520;0;0
LUZ;201701030530;0;0
LUZ;201701030540;0;0
LUZ;201701030550;0;0
LUZ;201701030600;0;0
LUZ;201701030610;0;0
LUZ;201701030620;0;0
LUZ;201701030630;0;0
LUZ;201701030640;0;0
LUZ;201701030650;0;0
LUZ;201701030700;0;0
LUZ;201701030710;1;0
LUZ;201701030720;1;0
LUZ;201701030730;1;0
LUZ;201701030740;1;0
LUZ;201701030750;2;2
LUZ;201701030800;3;8
LUZ;201701030810;2;14
LUZ;201701030820;1;16
LUZ;201701030830;1;19
LUZ;201701030840;3;29
LUZ;201701030850;3;36
LUZ;201701030900;4;45
LUZ;201701030910;3;46
LUZ;201701030920;1;50
LUZ;201701030930;2;52
LUZ;201701030940;6;70
LUZ;201701030950;3;72
LUZ;201701031000;3;67
LUZ;201701031010;3;61
LUZ;201701031020;5;57
LUZ;201701031030;4;56
LUZ;201701031040;2;49
LUZ;201701031050;2;55
LUZ;201701031100;10;62
LUZ;201701031110;4;97
LUZ;201701031120;6;104
LUZ;201701031130;4;115
LUZ;201701031140;4;116
LUZ;201701031150;6;104
LUZ;201701031200;2;98
LUZ;201701031210;3;99
LUZ;201701031220;6;108
LUZ;201701031230;2;110
LUZ;201701031240;4;109
LUZ;201701031250;7;117
LUZ;201701031300;5;126
LUZ;201701031310;15;107
LUZ;201701031320;13;98
LUZ;201701031330;9;77
LUZ;201701031340;3;58
LUZ;201701031350;3;50
LUZ;201701031400;2;41
LUZ;201701031410;2;30
LUZ;201701031420;1;26
LUZ;201701031430;2;20
LUZ;201701031440;1;16
LUZ;201701031450;2;11
LUZ;201701031500;1;9
LUZ;201701031510;2;5
LUZ;201701031520;2;0
LUZ;201701031530;1;0
LUZ;201701031540;1;0
LUZ;201701031550;1;0
LUZ;201701031600;0;0
LUZ;201701031610;0;0
LUZ;201701031620;0;0
LUZ;201701031630;0;0
LUZ;201701031640;0;0
LUZ;201701031650;0;0
LUZ;201701031700;0;0
LUZ;201701031710;1;0
LUZ;201701031720;1;0
LUZ;201701031730;0;0
LUZ;201701031740;0;0
LUZ;201701031750;0;0
LUZ;201701031800;0;0
LUZ;201701031810;0;0
LUZ;201701031820;0;0
LUZ;201701031830;0;0
LUZ;201701031840;0;0
LUZ;201701031850;0;0
LUZ;201701031900;1;0
LUZ;201701031910;0;0
LUZ;201701031920;0;0
LUZ;201701031930;0;0
LUZ;201701031940;1;0
LUZ;201701031950;0;0
LUZ;201701032000;0;0
LUZ;201701032010;0;0
LUZ;201701032020;0;0
LUZ;201701032030;0;0
LUZ;201701032040;0;0
LUZ;201701032050;0;0
LUZ;201701032100;0;0
LUZ;201701032110;0;0
LUZ;201701032120;0;0
LUZ;201701032130;0;0
LUZ;201701032140;0;0
LUZ;201701032150;0;0
LUZ;201701032200;0;0
LUZ;201701032210;0;0
LUZ;201701032220;1;0
LUZ;201701032230;1;0
LUZ;201701032240;1;0
LUZ;201701032250;1;0
LUZ;201701032300;0;0
LUZ;201701032310;1;0
LUZ;201701032320;1;0
LUZ;201701032330;0;0
LUZ;201701032340;0;0
LUZ;201701032350;0;0
LUZ;201701040000;0;0
LUZ;201701040010;1;0
LUZ;201701040020;0;0
LUZ;201701040030;0;0
LUZ;201701040040;0;0
LUZ;201701040050;1;0
LUZ;201701040100;0;0
LUZ;201701040110;0;0
LUZ;201701040120;1;0
LUZ;201701040130;0;0
LUZ;201701040140;0;0
LUZ;201701040150;0;0
LUZ;201701040200;0;0
LUZ;201701040210;0;0
LUZ;201701040220;0;0
LUZ;201701040230;0;0
LUZ;201701040240;0;0
LUZ;201701040250;0;0
LUZ;201701040300;0;0
LUZ;201701040310;0;0
LUZ;201701040320;0;0
LUZ;201701040330;0;0
LUZ;201701040340;0;0
LUZ;201701040350;0;0
LUZ;201701040400;1;0
LUZ;201701040410;0;0
LUZ;201701040420;0;0
LUZ;201701040430;0;0
LUZ;201701040440;0;0
LUZ;201701040450;0;0
LUZ;201701040500;0;0
LUZ;201701040510;0;0
LUZ;201701040520;0;0
LUZ;201701040530;0;0
LUZ;201701040540;0;0
LUZ;201701040550;0;0
LUZ;201701040600;0;0
LUZ;201701040610;1;0
LUZ;201701040620;1;0
LUZ;201701040630;0;0
LUZ;201701040640;0;0
LUZ;201701040650;0;0
LUZ;201701040700;0;0
LUZ;201701040710;0;0
LUZ;201701040720;0;0
LUZ;201701040730;0;0
LUZ;201701040740;1;0
LUZ;201701040750;2;0
LUZ;201701040800;1;0
LUZ;201701040810;1;0
LUZ;201701040820;3;5
LUZ;201701040830;7;25
LUZ;201701040840;10;47
LUZ;201701040850;4;48
LUZ;201701040900;9;51
LUZ;201701040910;6;35
LUZ;201701040920;13;60
LUZ;201701040930;3;83
LUZ;201701040940;2;88
LUZ;201701040950;7;75
LUZ;201701041000;15;91
LUZ;201701041010;12;94
LUZ;201701041020;11;102
LUZ;201701041030;8;126
LUZ;201701041040;15;133
LUZ;201701041050;10;134
LUZ;201701041100;4;129
LUZ;201701041110;11;133
LUZ;201701041120;6;102
LUZ;201701041130;2;84
LUZ;201701041140;2;83
LUZ;201701041150;5;77
LUZ;201701041200;8;60
LUZ;201701041210;1;46
LUZ;201701041220;2;40
LUZ;201701041230;1;34
LUZ;201701041240;3;29
LUZ;201701041250;1;25
LUZ;201701041300;3;25
LUZ;201701041310;2;19
LUZ;201701041320;1;14
LUZ;201701041330;2;17
LUZ;201701041340;1;16
LUZ;201701041350;1;14
LUZ;201701041400;1;9
LUZ;201701041410;1;9
LUZ;201701041420;1;8
LUZ;201701041430;1;7
LUZ;201701041440;1;5
LUZ;201701041450;2;3
LUZ;201701041500;0;0
LUZ;201701041510;0;0
LUZ;201701041520;0;0
LUZ;201701041530;0;0
LUZ;201701041540;1;0
LUZ;201701041550;1;0
LUZ;201701041600;0;0
LUZ;201701041610;1;0
LUZ;201701041620;0;0
LUZ;201701041630;0;0
LUZ;201701041640;0;0
LUZ;201701041650;0;0
LUZ;201701041700;0;0
LUZ;201701041710;0;0
LUZ;201701041720;0;0
LUZ;201701041730;0;0
LUZ;201701041740;0;0
LUZ;201701041750;1;0
LUZ;201701041800;0;0
LUZ;201701041810;0;0
LUZ;201701041820;0;0
LUZ;201701041830;0;0
LUZ;201701041840;0;0
LUZ;201701041850;0;0
LUZ;201701041900;0;0
LUZ;201701041910;0;0
LUZ;201701041920;0;0
LUZ;201701041930;1;0
LUZ;201701041940;0;0
LUZ;201701041950;0;0
LUZ;201701042000;0;0
LUZ;201701042010;0;0
LUZ;201701042020;0;0
LUZ;201701042030;0;0
LUZ;201701042040;0;0
LUZ;201701042050;0;0
LUZ;201701042100;0;0
LUZ;201701042110;0;0
LUZ;201701042120;0;0
LUZ;201701042130;0;0
LUZ;201701042140;0;0
LUZ;201701042150;0;0
LUZ;201701042200;0;0
LUZ;201701042210;0;0
LUZ;201701042220;1;0
LUZ;201701042230;0;0
LUZ;201701042240;0;0
LUZ;201701042250;0;0
LUZ;201701042300;1;0
LUZ;201701042310;0;0
LUZ;201701042320;0;0
LUZ;201701042330;0;0
LUZ;201701042340;0;0
LUZ;201701042350;0;0
LUZ;201701050000;1;0
LUZ;201701050010;0;0
LUZ;201701050020;0;0
LUZ;201701050030;0;0
LUZ;201701050040;0;0
LUZ;201701050050;0;0
LUZ;201701050100;0;0
LUZ;201701050110;0;0
LUZ;201701050120;0;0
LUZ;201701050130;0;0
LUZ;201701050140;0;0
LUZ;201701050150;0;0
LUZ;201701050200;0;0
LUZ;201701050210;0;0
LUZ;201701050220;0;0
LUZ;201701050230;0;0
LUZ;201701050240;0;0
LUZ;201701050250;0;0
LUZ;201701050300;0;0
LUZ;201701050310;0;0
LUZ;201701050320;0;0
LUZ;201701050330;0;0
LUZ;201701050340;0;0
LUZ;201701050350;0;0
LUZ;201701050400;0;0
LUZ;201701050410;0;0
LUZ;201701050420;0;0
LUZ;201701050430;0;0
LUZ;201701050440;0;0
LUZ;201701050450;0;0
LUZ;201701050500;0;0
LUZ;201701050510;0;0
LUZ;201701050520;0;0
LUZ;201701050530;0;0
LUZ;201701050540;0;0
LUZ;201701050550;0;0
LUZ;201701050600;0;0
LUZ;201701050610;0;0
LUZ;201701050620;1;0
LUZ;201701050630;1;0
LUZ;201701050640;0;0
LUZ;201701050650;0;0
LUZ;201701050700;0;0
LUZ;201701050710;1;0
LUZ;201701050720;1;0
LUZ;201701050730;1;0
LUZ;201701050740;1;0
LUZ;201701050750;2;1
LUZ;201701050800;3;7
LUZ;201701050810;4;20
LUZ;201701050820;2;33
LUZ;201701050830;1;35
LUZ;201701050840;3;34
LUZ;201701050850;1;34
LUZ;201701050900;3;43
LUZ;201701050910;6;57
LUZ;201701050920;9;73
LUZ;201701050930;2;90
LUZ;201701050940;10;95
LUZ;201701050950;13;98
LUZ;201701051000;10;128
LUZ;201701051010;10;147
LUZ;201701051020;17;139
LUZ;201701051030;8;96
LUZ;201701051040;8;76
LUZ;201701051050;4;72
LUZ;201701051100;8;53
LUZ;201701051110;3;56
LUZ;201701051120;12;63
LUZ;201701051130;24;107
LUZ;201701051140;11;120
LUZ;201701051150;133;242
LUZ;201701051200;97;429
LUZ;201701051210;121;373
LUZ;201701051220;73;241
LUZ;201701051230;129;363
LUZ;201701051240;120;226
LUZ;201701051250;9;102
LUZ;201701051300;37;188
LUZ;201701051310;97;363
LUZ;201701051320;42;114
LUZ;201701051330;9;48
LUZ;201701051340;24;72
LUZ;201701051350;30;78
LUZ;201701051400;11;77
LUZ;201701051410;14;92
LUZ;201701051420;29;133
LUZ;201701051430;6;125
LUZ;201701051440;20;110
LUZ;201701051450;15;15
LUZ;201701051500;8;13
LUZ;201701051510;8;2
LUZ;201701051520;1;0
LUZ;201701051530;0;0
LUZ;201701051540;1;0
LUZ;201701051550;1;0
LUZ;201701051600;0;0
LUZ;201701051610;0;0
LUZ;201701051620;0;0
LUZ;201701051630;0;0
LUZ;201701051640;0;0
LUZ;201701051650;0;0
LUZ;201701051700;0;0
LUZ;201701051710;0;0
LUZ;201701051720;0;0
LUZ;201701051730;0;0
LUZ;201701051740;0;0
LUZ;201701051750;0;0
LUZ;201701051800;0;0
LUZ;201701051810;0;0
LUZ;201701051820;0;0
LUZ;201701051830;0;0
LUZ;201701051840;0;0
LUZ;201701051850;0;0
LUZ;201701051900;0;0
LUZ;201701051910;0;0
LUZ;201701051920;0;0
LUZ;201701051930;0;0
LUZ;201701051940;1;0
LUZ;201701051950;0;0
LUZ;201701052000;0;0
LUZ;201701052010;1;0
LUZ;201701052020;0;0
LUZ;201701052030;0;0
LUZ;201701052040;0;0
LUZ;201701052050;0;0
LUZ;201701052100;0;0
LUZ;201701052110;0;0
LUZ;201701052120;0;0
LUZ;201701052130;1;0
LUZ;201701052140;0;0
LUZ;201701052150;0;0
LUZ;201701052200;0;0
LUZ;201701052210;0;0
LUZ;201701052220;0;0
LUZ;201701052230;0;0
LUZ;201701052240;0;0
LUZ;201701052250;0;0
LUZ;201701052300;0;0
LUZ;201701052310;0;0
LUZ;201701052320;0;0
LUZ;201701052330;0;0
LUZ;201701052340;0;0
LUZ;201701052350;0;0
LUZ;201701060000;0;0
LUZ;201701060010;0;0
LUZ;201701060020;0;0
LUZ;201701060030;0;0
LUZ;201701060040;0;0
LUZ;201701060050;0;0
LUZ;201701060100;0;0
LUZ;201701060110;0;0
LUZ;201701060120;0;0
LUZ;201701060130;0;0
LUZ;201701060140;0;0
LUZ;201701060150;0;0
LUZ;201701060200;0;0
LUZ;201701060210;0;0
LUZ;201701060220;0;0
LUZ;201701060230;0;0
LUZ;201701060240;0;0
LUZ;201701060250;0;0
LUZ;201701060300;0;0
LUZ;201701060310;1;0
LUZ;201701060320;1;0
LUZ;201701060330;0;0
LUZ;201701060340;0;0
LUZ;201701060350;0;0
LUZ;201701060400;0;0
LUZ;201701060410;1;0
LUZ;201701060420;0;0
LUZ;201701060430;0;0
LUZ;201701060440;0;0
LUZ;201701060450;0;0
LUZ;201701060500;0;0
LUZ;201701060510;0;0
LUZ;201701060520;0;0
LUZ;201701060530;0;0
LUZ;201701060540;0;0
LUZ;201701060550;1;0
LUZ;201701060600;1;0
LUZ;201701060610;1;0
LUZ;201701060620;0;0
LUZ;201701060630;0;0
LUZ;201701060640;0;0
LUZ;201701060650;0;0
LUZ;201701060700;0;0
LUZ;201701060710;0;0
LUZ;201701060720;1;0
LUZ;201701060730;1;0
LUZ;201701060740;1;0
LUZ;201701060750;2;0
LUZ;201701060800;1;0
LUZ;201701060810;5;8
LUZ;201701060820;2;22
LUZ;201701060830;1;24
LUZ;201701060840;7;28
LUZ;201701060850;21;89
LUZ;201701060900;16;98
LUZ;201701060910;9;65
LUZ;201701060920;17;112
LUZ;201701060930;25;166
LUZ;201701060940;10;125
LUZ;201701060950;53;221
LUZ;201701061000;56;301
LUZ;201701061010;37;357
LUZ;201701061020;61;274
LUZ;201701061030;61;300
LUZ;201701061040;65;314
LUZ;201701061050;18;376
LUZ;201701061100;5;359
LUZ;201701061110;9;374
LUZ;201701061120;8;406
LUZ;201701061130;39;364
LUZ;201701061140;68;347
LUZ;201701061150;93;294
LUZ;201701061200;7;150
LUZ;201701061210;110;284
LUZ;201701061220;17;228
LUZ;201701061230;18;157
LUZ;201701061240;13;147
LUZ;201701061250;62;218
LUZ;201701061300;4;138
LUZ;201701061310;52;240
LUZ;201701061320;58;188
LUZ;201701061330;14;145
LUZ;201701061340;7;140
LUZ;201701061350;56;187
LUZ;201701061400;43;164
LUZ;201701061410;1;83
LUZ;201701061420;11;72
LUZ;201701061430;2;46
LUZ;201701061440;2;42
LUZ;201701061450;2;48
LUZ;201701061500;4;45
LUZ;201701061510;5;25
LUZ;201701061520;4;12
LUZ;201701061530;3;0
LUZ;201701061540;1;0
LUZ;201701061550;1;0
LUZ;201701061600;0;0
LUZ;201701061610;1;0
LUZ;201701061620;0;0
LUZ;201701061630;1;0
LUZ;201701061640;1;0
LUZ;201701061650;1;0
LUZ;201701061700;0;0
LUZ;201701061710;1;0
LUZ;201701061720;0;0
LUZ;201701061730;0;0
LUZ;201701061740;1;0
LUZ;201701061750;0;0
LUZ;201701061800;0;0
LUZ;201701061810;0;0
LUZ;201701061820;0;0
LUZ;201701061830;0;0
LUZ;201701061840;0;0
LUZ;201701061850;0;0
LUZ;201701061900;0;0
LUZ;201701061910;0;0
LUZ;201701061920;0;0
LUZ;201701061930;0;0
LUZ;201701061940;0;0
LUZ;201701061950;0;0
LUZ;201701062000;0;0
LUZ;201701062010;1;0
LUZ;201701062020;0;0
LUZ;201701062030;0;0
LUZ;201701062040;0;0
LUZ;201701062050;0;0
LUZ;201701062100;0;0
LUZ;201701062110;0;0
LUZ;201701062120;0;0
LUZ;201701062130;0;0
LUZ;201701062140;0;0
LUZ;201701062150;0;0
LUZ;201701062200;0;0
LUZ;201701062210;0;0
LUZ;201701062220;0;0
LUZ;201701062230;0;0
LUZ;201701062240;0;0
LUZ;201701062250;0;0
LUZ;201701062300;0;0
LUZ;201701062310;0;0
LUZ;201701062320;0;0
LUZ;201701062330;0;0
LUZ;201701062340;0;0
LUZ;201701062350;0;0
LUZ;201701070000;1;0
LUZ;201701070010;0;0
LUZ;201701070020;0;0
LUZ;201701070030;0;0
LUZ;201701070040;0;0
LUZ;201701070050;0;0
LUZ;201701070100;1;0
LUZ;201701070110;0;0
LUZ;201701070120;0;0
LUZ;201701070130;0;0
LUZ;201701070140;0;0
LUZ;201701070150;0;0
LUZ;201701070200;0;0
LUZ;201701070210;0;0
LUZ;201701070220;0;0
LUZ;201701070230;0;0
LUZ;201701070240;0;0
LUZ;201701070250;0;0
LUZ;201701070300;0;0
LUZ;201701070310;1;0
LUZ;201701070320;0;0
LUZ;201701070330;0;0
LUZ;201701070340;0;0
LUZ;201701070350;0;0
LUZ;201701070400;0;0
LUZ;201701070410;0;0
LUZ;201701070420;1;0
LUZ;201701070430;0;0
LUZ;201701070440;0;0
LUZ;201701070450;0;0
LUZ;201701070500;1;0
LUZ;201701070510;0;0
LUZ;201701070520;0;0
LUZ;201701070530;0;0
LUZ;201701070540;0;0
LUZ;201701070550;0;0
LUZ;201701070600;0;0
LUZ;201701070610;1;0
LUZ;201701070620;0;0
LUZ;201701070630;0;0
LUZ;201701070640;0;0
LUZ;201701070650;0;0
LUZ;201701070700;1;0
LUZ;201701070710;1;0
LUZ;201701070720;1;0
LUZ;201701070730;1;0
LUZ;201701070740;2;0
LUZ;201701070750;4;0
LUZ;201701070800;2;5
LUZ;201701070810;4;7
LUZ;201701070820;1;20
LUZ;201701070830;2;23
LUZ;201701070840;3;34
LUZ;201701070850;9;44
LUZ;201701070900;16;107
LUZ;201701070910;4;92
LUZ;201701070920;6;89
LUZ;201701070930;2;73
LUZ;201701070940;11;102
LUZ;201701070950;33;159
LUZ;201701071000;30;148
LUZ;201701071010;9;113
LUZ;201701071020;13;104
LUZ;201701071030;15;151
LUZ;201701071040;24;196
LUZ;201701071050;20;157
LUZ;201701071100;67;307
LUZ;201701071110;41;202
LUZ;201701071120;33;321
LUZ;201701071130;11;213
LUZ;201701071140;15;201
LUZ;201701071150;15;186
LUZ;201701071200;5;168
LUZ;201701071210;6;163
LUZ;201701071220;17;172
LUZ;201701071230;27;169
LUZ;201701071240;5;184
LUZ;201701071250;27;195
LUZ;201701071300;16;152
LUZ;201701071310;16;151
LUZ;201701071320;6;111
LUZ;201701071330;6;127
LUZ;201701071340;7;107
LUZ;201701071350;7;112
LUZ;201701071400;8;78
LUZ;201701071410;4;60
LUZ;201701071420;4;45
LUZ;201701071430;2;36
LUZ;201701071440;4;30
LUZ;201701071450;2;22
LUZ;201701071500;2;13
LUZ;201701071510;2;4
LUZ;201701071520;1;0
LUZ;201701071530;1;0
LUZ;201701071540;1;0
LUZ;201701071550;1;0
LUZ;201701071600;0;0
LUZ;201701071610;1;0
LUZ;201701071620;1;0
LUZ;201701071630;0;0
LUZ;201701071640;0;0
LUZ;201701071650;0;0
LUZ;201701071700;1;0
LUZ;201701071710;0;0
LUZ;201701071720;1;0
LUZ;201701071730;1;0
LUZ;201701071740;1;0
LUZ;201701071750;0;0
LUZ;201701071800;1;0
LUZ;201701071810;1;0
LUZ;201701071820;0;0
LUZ;201701071830;0;0
LUZ;201701071840;0;0
LUZ;201701071850;1;0
LUZ;201701071900;0;0
LUZ;201701071910;0;0
LUZ;201701071920;0;0
LUZ;201701071930;0;0
LUZ;201701071940;1;0
LUZ;201701071950;0;0
LUZ;201701072000;1;0
LUZ;201701072010;0;0
LUZ;201701072020;0;0
LUZ;201701072030;1;0
LUZ;201701072040;0;0
LUZ;201701072050;0;0
LUZ;201701072100;1;0
LUZ;201701072110;0;0
LUZ;201701072120;0;0
LUZ;201701072130;1;0
LUZ;201701072140;0;0
LUZ;201701072150;0;0
LUZ;201701072200;0;0
LUZ;201701072210;0;0
